Demand,Stock,CompetitorPrice,Season,DayTime,CustomerRating,Discount,HistoricalSales,Distance_km,SurgeMultiplier,Price
205,119,247.39,Normal,Evening Peak,3.78,0.1,123,10.42,1.311,268.1
114,195,80.14,Exam,Midday,3.57,0.2,149,3.11,1.0,82.08
144,147,379.41,Normal,Evening Peak,4.47,0.3,94,18.24,1.0,300.63
300,130,379.61,Normal,Evening Peak,4.22,0.3,159,18.35,1.718,387.55
108,238,144.43,Normal,Midday,4.94,0.2,86,6.65,1.0,129.83
186,221,454.4,Exam,Evening Peak,4.16,0.1,126,23.94,1.0,417.82
241,147,435.61,Normal,Evening Peak,4.76,0.3,110,19.67,1.256,355.09
395,148,476.74,Wedding,Evening Peak,4.52,0.0,147,20.33,1.97,595.75
379,172,101.43,Wedding,Evening Peak,4.63,0.0,179,1.09,1.648,165.26
203,141,525.1,Normal,Evening Peak,4.47,0.1,102,24.48,1.117,474.77
148,173,483.73,Normal,Morning Peak,4.48,0.1,96,24.77,1.0,464.8
311,121,307.03,Monsoon,Evening Peak,3.38,0.0,121,13.17,1.899,418.57
159,179,494.94,Normal,Midday,4.21,0.1,142,24.64,1.0,464.25
144,155,360.83,Monsoon,Midday,4.03,0.0,135,15.69,1.0,325.7
124,96,116.08,Normal,Night,4.81,0.2,133,4.22,1.011,105.76
250,168,408.6,Normal,Morning Peak,3.9,0.0,175,20.54,1.151,439.42
200,129,342.1,Monsoon,Midday,4.19,0.1,178,14.39,1.193,318.04
156,125,183.66,Normal,Morning Peak,4.62,0.2,85,9.21,1.0,166.11
267,160,162.93,Normal,Morning Peak,4.42,0.1,168,6.67,1.276,180.51
110,139,279.22,Normal,Midday,4.37,0.0,106,13.45,1.0,285.57
59,79,361.67,Normal,Late Night,4.74,0.2,100,17.6,1.0,312.61
160,141,458.23,Normal,Midday,4.4,0.3,141,22.05,1.0,356.74
267,113,355.36,Monsoon,Evening Peak,4.08,0.0,108,15.37,1.754,466.75
192,134,260.58,Normal,Morning Peak,3.78,0.2,147,10.97,1.112,225.85
255,197,336.71,Normal,Evening Peak,4.49,0.3,168,16.17,1.018,270.34
81,107,266.99,Monsoon,Late Night,3.99,0.1,130,12.93,1.0,253.87
157,137,358.36,Normal,Midday,4.2,0.0,151,16.65,1.0,341.27
136,180,320.65,Normal,Night,4.73,0.2,144,15.62,1.0,272.1
65,107,481.52,Wedding,Late Night,4.21,0.3,120,24.49,1.0,378.43
187,141,338.17,Monsoon,Evening Peak,4.12,0.2,73,15.93,1.038,293.41
112,128,349.31,Festival,Midday,4.19,0.2,68,17.58,1.0,315.96
340,148,487.52,Festival,Evening Peak,4.2,0.0,142,22.42,1.712,575.85
72,177,396.5,Normal,Night,3.9,0.1,77,22.91,1.0,401.89
289,141,143.08,Festival,Morning Peak,4.97,0.3,145,4.38,1.54,161.71
108,155,249.09,Normal,Midday,4.08,0.1,96,11.89,1.0,245.94
158,237,462.23,Normal,Midday,4.61,0.3,168,23.63,1.0,385.93
152,140,502.6,Normal,Midday,3.89,0.2,136,24.03,1.0,427.07
76,103,142.09,Normal,Night,4.52,0.3,107,5.56,1.0,96.68
106,134,276.38,Normal,Midday,4.37,0.3,100,11.65,1.0,204.46
137,276,168.52,Exam,Midday,4.31,0.1,166,7.69,1.0,161.73
320,147,423.39,Normal,Evening Peak,4.37,0.3,210,19.98,1.628,413.03
219,117,442.22,Normal,Morning Peak,4.47,0.0,168,21.45,1.414,499.12
121,222,276.59,Normal,Midday,4.21,0.1,135,12.26,1.0,246.93
133,134,370.39,Normal,Midday,4.23,0.1,127,17.22,1.0,333.75
142,109,462.58,Monsoon,Midday,4.53,0.0,104,21.88,1.02,452.79
162,146,377.05,Normal,Midday,3.84,0.0,186,18.03,1.0,371.48
249,149,160.49,Normal,Morning Peak,3.78,0.1,182,4.75,1.278,171.73
142,212,350.98,Normal,Midday,4.37,0.1,147,18.09,1.0,320.26
144,140,134.65,Monsoon,Night,3.5,0.1,149,4.81,1.0,118.24
69,101,334.49,Normal,Night,3.63,0.2,87,16.69,1.0,300.91
148,135,226.32,Normal,Midday,5.0,0.3,153,9.0,1.0,174.89
309,207,111.39,Normal,Evening Peak,4.92,0.0,185,2.35,1.156,111.7
108,159,142.55,Normal,Night,4.07,0.2,143,6.44,1.0,148.97
172,211,245.42,Normal,Midday,4.7,0.2,202,12.24,1.0,213.15
159,148,489.68,Festival,Night,4.71,0.2,142,24.86,1.0,436.52
103,136,156.02,Monsoon,Night,4.49,0.3,116,7.14,1.0,119.77
205,157,522.64,Monsoon,Morning Peak,4.27,0.2,95,24.49,1.024,446.47
132,137,237.08,Normal,Midday,4.55,0.1,142,9.74,1.0,202.12
153,112,479.67,Normal,Morning Peak,4.62,0.0,86,24.04,1.064,489.33
136,109,485.1,Normal,Morning Peak,4.56,0.3,74,23.95,1.0,370.99
65,159,122.21,Exam,Night,3.68,0.3,103,4.43,1.0,94.08
154,132,431.24,Festival,Night,5.0,0.1,147,20.89,1.0,387.79
284,137,299.54,Monsoon,Morning Peak,5.0,0.0,154,13.42,1.556,375.28
291,140,371.4,Normal,Evening Peak,3.54,0.2,179,17.47,1.56,387.49
298,155,406.84,Normal,Evening Peak,4.5,0.3,153,19.63,1.452,368.96
98,254,99.89,Normal,Midday,5.0,0.0,93,3.99,1.0,101.72
335,110,445.67,Festival,Evening Peak,4.7,0.3,121,20.18,2.226,485.79
112,105,204.01,Wedding,Night,4.71,0.0,87,8.27,1.0,182.97
204,235,382.27,Exam,Morning Peak,3.72,0.0,150,18.58,1.0,376.54
183,171,305.96,Normal,Morning Peak,4.62,0.0,144,14.77,1.0,305.98
126,110,357.41,Normal,Morning Peak,4.4,0.1,73,17.43,1.0,324.6
231,130,341.9,Wedding,Midday,4.61,0.3,177,15.95,1.35,305.85
140,114,423.58,Monsoon,Midday,3.89,0.2,125,20.45,1.0,363.98
90,199,434.08,Normal,Midday,3.87,0.1,72,22.47,1.0,415.28
101,194,249.53,Normal,Midday,4.24,0.2,88,11.78,1.0,209.22
261,121,246.06,Normal,Evening Peak,4.15,0.1,141,10.41,1.612,309.58
92,160,153.1,Normal,Midday,4.24,0.1,85,6.81,1.0,155.15
105,233,380.49,Normal,Midday,4.11,0.1,98,20.53,1.0,377.73
129,78,479.64,Festival,Night,4.22,0.0,101,24.21,1.259,505.74
104,124,132.53,Normal,Night,4.03,0.3,148,5.69,1.0,122.38
112,273,238.24,Normal,Midday,4.28,0.0,108,11.99,1.0,244.9
135,136,411.33,Normal,Midday,3.73,0.0,136,19.49,1.0,404.22
158,90,344.76,Monsoon,Night,4.51,0.0,176,16.27,1.331,397.57
251,112,442.35,Monsoon,Morning Peak,4.4,0.1,164,20.56,1.67,510.98
86,227,66.91,Normal,Midday,3.8,0.1,92,1.39,1.0,64.88
139,130,468.74,Wedding,Midday,4.83,0.2,124,22.87,1.0,401.43
163,163,104.77,Wedding,Morning Peak,3.97,0.3,94,2.47,1.0,82.35
205,158,248.64,Normal,Morning Peak,4.78,0.0,147,11.69,1.019,244.98
112,251,180.33,Normal,Midday,4.43,0.0,118,7.62,1.0,184.48
313,100,484.26,Monsoon,Evening Peak,4.7,0.0,153,23.28,2.283,680.29
142,140,185.9,Monsoon,Night,4.37,0.3,170,7.6,1.0,150.69
70,141,240.12,Exam,Late Night,4.53,0.3,173,9.96,1.0,173.63
323,139,492.74,Wedding,Morning Peak,4.7,0.3,189,22.32,1.73,443.93
243,169,310.25,Festival,Morning Peak,5.0,0.0,135,13.9,1.117,328.89
320,161,499.32,Normal,Evening Peak,4.73,0.3,182,22.56,1.498,440.9
147,202,340.9,Normal,Midday,4.48,0.0,130,16.86,1.0,359.97
85,260,61.5,Normal,Midday,3.76,0.0,89,2.9,1.0,73.47
184,133,259.45,Normal,Morning Peak,3.33,0.3,145,11.43,1.077,213.6
208,209,148.03,Festival,Midday,4.25,0.1,125,5.23,1.0,130.38
239,140,101.34,Festival,Midday,4.01,0.0,197,2.56,1.302,138.27
280,116,255.67,Monsoon,Morning Peak,4.03,0.0,179,9.97,1.79,362.2
75,94,479.82,Normal,Late Night,4.27,0.1,125,22.8,1.0,429.52
245,110,119.56,Festival,Morning Peak,4.57,0.3,107,3.82,1.66,167.06
87,124,58.38,Normal,Late Night,4.05,0.2,200,1.16,1.0,50.0
113,118,479.05,Normal,Night,4.66,0.1,148,23.44,1.0,438.56
198,117,296.61,Monsoon,Midday,4.31,0.3,154,13.72,1.29,260.85
384,133,369.78,Monsoon,Evening Peak,4.32,0.0,199,14.41,2.12,512.07
182,145,489.76,Exam,Evening Peak,5.0,0.1,95,23.28,1.0,433.07
199,108,375.73,Normal,Morning Peak,4.37,0.0,116,17.8,1.393,442.96
98,207,395.56,Normal,Midday,4.28,0.1,98,20.84,1.0,373.49
103,194,384.55,Normal,Midday,4.51,0.2,102,19.49,1.0,344.97
316,183,319.81,Normal,Evening Peak,5.0,0.0,209,15.68,1.318,378.82
104,217,365.03,Wedding,Midday,4.28,0.3,73,17.52,1.0,289.42
158,126,323.31,Monsoon,Midday,4.48,0.1,109,14.46,1.0,289.37
211,129,224.0,Wedding,Midday,4.26,0.1,152,9.53,1.252,245.27
86,204,153.31,Normal,Midday,4.26,0.1,74,7.85,1.0,160.59
163,198,134.61,Wedding,Midday,4.1,0.0,138,5.22,1.0,147.24
122,178,201.69,Normal,Midday,4.08,0.3,115,9.5,1.0,161.07
84,109,314.36,Wedding,Night,4.98,0.1,89,14.85,1.0,285.85
210,202,324.22,Normal,Evening Peak,4.08,0.0,110,15.1,1.0,305.8
199,102,361.31,Normal,Evening Peak,3.68,0.0,104,17.4,1.468,438.83
266,175,478.08,Normal,Evening Peak,4.35,0.2,120,22.11,1.174,417.39
278,145,342.97,Wedding,Evening Peak,4.71,0.3,109,16.64,1.448,331.87
216,204,122.62,Normal,Evening Peak,4.8,0.2,97,5.1,1.0,113.07
121,189,85.99,Normal,Morning Peak,3.82,0.1,72,1.62,1.0,73.39
79,101,159.99,Wedding,Late Night,4.75,0.0,107,5.72,1.0,154.29
123,123,454.88,Normal,Morning Peak,5.0,0.1,72,22.79,1.0,423.08
157,222,313.92,Normal,Midday,4.03,0.0,185,14.62,1.0,312.15
247,144,462.76,Normal,Morning Peak,4.23,0.0,132,21.37,1.308,483.14
225,154,183.96,Normal,Morning Peak,3.81,0.3,127,6.62,1.132,139.05
411,117,424.43,Wedding,Evening Peak,5.0,0.1,207,18.04,2.551,603.7
138,128,375.58,Monsoon,Midday,3.7,0.3,95,18.56,1.0,292.23
75,112,433.91,Normal,Night,4.14,0.0,85,20.43,1.0,416.14
136,219,265.78,Exam,Midday,4.61,0.1,185,13.85,1.0,275.47
176,249,393.9,Normal,Midday,4.03,0.0,186,20.04,1.0,412.75
151,187,468.55,Normal,Midday,3.9,0.1,167,23.45,1.0,443.27
169,133,494.36,Normal,Evening Peak,4.28,0.1,90,23.98,1.0,448.56
139,145,117.2,Normal,Night,5.0,0.2,180,4.01,1.0,96.35
107,185,325.86,Normal,Midday,4.2,0.2,110,15.98,1.0,280.06
170,196,107.98,Wedding,Midday,4.22,0.3,133,3.72,1.0,87.58
89,77,468.09,Monsoon,Late Night,3.85,0.0,140,23.14,1.0,469.63
184,143,469.45,Normal,Morning Peak,4.45,0.3,104,23.93,1.011,390.4
161,146,290.72,Festival,Midday,4.65,0.1,126,12.99,1.0,276.86
152,101,482.73,Monsoon,Midday,4.06,0.3,114,24.04,1.159,408.86
171,127,397.63,Wedding,Morning Peak,4.51,0.1,99,19.39,1.051,365.58
174,176,357.66,Wedding,Midday,4.06,0.3,122,17.7,1.0,288.3
177,207,311.46,Normal,Morning Peak,3.54,0.3,98,14.94,1.0,249.39
128,107,251.67,Monsoon,Night,4.48,0.1,124,10.76,1.0,233.96
370,149,491.05,Festival,Evening Peak,5.0,0.1,152,24.13,1.841,577.47
153,88,183.69,Festival,Night,3.82,0.3,155,5.73,1.319,153.67
118,207,398.52,Normal,Midday,4.37,0.1,112,20.26,1.0,372.4
244,180,254.23,Normal,Evening Peak,4.82,0.3,114,9.82,1.06,197.02
288,132,418.81,Normal,Evening Peak,4.26,0.0,132,19.08,1.631,485.49
128,145,120.76,Normal,Night,3.73,0.2,158,4.93,1.0,116.95
147,162,229.77,Normal,Morning Peak,4.32,0.1,106,9.96,1.0,211.07
114,128,455.71,Monsoon,Midday,4.9,0.1,96,23.71,1.0,439.28
295,152,345.89,Normal,Evening Peak,4.1,0.3,137,14.38,1.465,300.76
122,66,272.27,Festival,Late Night,4.39,0.1,154,12.79,1.39,294.91
53,101,372.14,Normal,Late Night,3.88,0.0,84,19.05,1.0,373.45
153,121,259.64,Exam,Evening Peak,4.26,0.2,113,11.01,1.0,215.12
234,194,283.97,Normal,Morning Peak,4.45,0.2,130,12.83,1.0,234.7
144,143,304.55,Normal,Morning Peak,4.35,0.1,99,14.45,1.0,267.17
113,147,488.36,Festival,Night,4.13,0.0,95,24.76,1.0,485.96
139,193,435.66,Monsoon,Midday,4.48,0.2,104,20.33,1.0,352.59
126,153,50.65,Exam,Morning Peak,4.57,0.2,113,1.96,1.0,61.65
114,155,386.28,Normal,Night,4.59,0.0,148,19.81,1.0,395.43
192,135,287.54,Normal,Morning Peak,4.18,0.2,121,13.07,1.104,259.02
234,133,179.24,Wedding,Evening Peak,4.05,0.3,93,6.54,1.338,184.61
223,203,434.8,Normal,Evening Peak,5.0,0.0,115,21.48,1.0,423.55
188,91,183.94,Festival,Morning Peak,4.36,0.2,90,7.49,1.545,208.67
97,270,190.41,Normal,Midday,4.2,0.0,107,8.69,1.0,183.75
124,111,87.47,Normal,Morning Peak,3.71,0.1,86,2.51,1.0,80.17
322,192,535.01,Normal,Evening Peak,3.93,0.2,208,24.46,1.283,480.63
119,181,421.67,Normal,Midday,4.04,0.2,112,20.09,1.0,359.42
232,128,140.04,Monsoon,Morning Peak,4.48,0.3,141,4.55,1.374,142.03
89,106,269.6,Wedding,Late Night,4.16,0.3,122,12.75,1.0,216.57
81,177,178.52,Normal,Midday,4.31,0.2,95,9.08,1.0,182.41
177,168,85.27,Monsoon,Midday,3.73,0.0,122,1.78,1.0,84.21
130,152,454.98,Normal,Midday,4.86,0.2,117,23.25,1.0,389.13
265,170,449.98,Normal,Morning Peak,4.01,0.3,206,21.15,1.201,371.11
89,81,470.27,Normal,Late Night,4.39,0.3,209,24.69,1.0,387.34
195,143,191.37,Wedding,Midday,4.09,0.2,123,6.82,1.064,158.94
208,136,375.39,Monsoon,Midday,4.17,0.0,191,17.79,1.179,396.23
166,103,144.46,Monsoon,Night,3.98,0.2,179,3.84,1.233,131.57
336,141,281.26,Monsoon,Evening Peak,4.42,0.2,137,11.35,1.771,323.02
246,107,442.39,Festival,Midday,3.91,0.0,167,21.32,1.709,547.52
116,96,63.98,Exam,Night,4.43,0.0,199,1.19,1.0,69.9
332,119,277.23,Monsoon,Evening Peak,4.25,0.0,176,12.54,2.051,440.37
201,128,270.32,Wedding,Midday,4.55,0.2,138,11.43,1.206,243.66
194,182,395.07,Normal,Evening Peak,4.59,0.1,99,17.58,1.0,340.34
107,99,149.1,Normal,Night,4.17,0.0,118,6.71,1.0,155.72
170,212,112.68,Normal,Midday,4.45,0.2,163,5.16,1.0,104.33
190,158,382.76,Normal,Evening Peak,4.12,0.1,125,16.62,1.0,330.03
64,94,317.65,Festival,Late Night,4.83,0.3,97,16.39,1.0,262.63
178,192,395.05,Normal,Evening Peak,4.16,0.1,86,19.04,1.0,361.15
308,95,209.84,Festival,Morning Peak,4.22,0.0,173,6.93,2.359,403.83
154,156,72.64,Normal,Midday,4.11,0.0,157,1.39,1.0,54.32
172,144,425.37,Normal,Evening Peak,4.01,0.0,95,22.07,1.0,429.61
119,257,160.79,Normal,Midday,5.0,0.3,119,5.95,1.0,121.06
56,149,227.22,Exam,Late Night,4.49,0.0,145,11.03,1.0,221.37
93,229,271.43,Normal,Midday,4.33,0.0,108,12.24,1.0,262.41
93,236,147.63,Normal,Midday,4.11,0.2,75,5.5,1.0,113.94
371,89,363.51,Monsoon,Evening Peak,4.75,0.2,198,13.5,2.997,545.62
237,134,479.69,Festival,Midday,4.08,0.3,138,22.94,1.344,423.91
167,220,170.65,Normal,Midday,4.35,0.0,169,7.51,1.0,179.3
268,190,291.85,Normal,Morning Peak,5.0,0.2,189,13.49,1.098,273.43
147,102,175.07,Normal,Evening Peak,3.92,0.0,97,8.41,1.115,208.19
57,108,486.0,Exam,Night,4.52,0.0,96,24.54,1.0,472.32
237,123,177.48,Normal,Evening Peak,4.42,0.1,116,6.29,1.453,200.44
156,246,80.96,Normal,Midday,4.51,0.0,125,3.62,1.0,100.99
199,175,144.3,Normal,Morning Peak,4.19,0.1,132,4.42,1.0,115.25
67,160,225.44,Normal,Night,4.06,0.2,86,9.81,1.0,195.2
169,70,353.13,Monsoon,Night,4.39,0.0,192,14.27,1.781,445.03
150,250,339.42,Normal,Midday,4.12,0.1,153,17.03,1.0,322.1
158,115,309.99,Normal,Evening Peak,3.37,0.1,74,14.5,1.07,305.76
113,243,447.02,Normal,Midday,3.97,0.2,128,22.73,1.0,387.52
139,268,233.86,Normal,Midday,4.17,0.1,136,9.65,1.0,195.11
85,91,359.43,Normal,Night,3.87,0.0,93,18.1,1.0,358.01
246,162,203.47,Monsoon,Morning Peak,4.36,0.0,149,7.44,1.172,218.48
174,140,376.93,Monsoon,Midday,4.0,0.1,162,17.36,1.0,337.51
208,190,472.94,Wedding,Morning Peak,4.28,0.0,126,23.22,1.0,457.1
161,214,482.1,Wedding,Midday,5.0,0.0,99,24.48,1.0,480.91
179,80,398.92,Monsoon,Evening Peak,4.79,0.3,70,18.51,1.662,388.99
250,176,490.56,Normal,Morning Peak,4.54,0.1,193,23.62,1.105,452.89
313,133,384.37,Monsoon,Evening Peak,5.0,0.2,133,17.33,1.75,413.06
169,103,490.17,Monsoon,Midday,4.27,0.2,119,24.12,1.253,437.72
304,126,466.73,Monsoon,Evening Peak,4.28,0.0,163,22.55,1.79,588.17
175,111,130.16,Normal,Morning Peak,3.88,0.1,124,3.56,1.209,147.39
248,197,284.55,Normal,Evening Peak,4.81,0.0,130,12.38,1.0,266.91
241,134,206.07,Monsoon,Evening Peak,5.0,0.0,111,9.34,1.365,275.28
79,88,69.62,Monsoon,Late Night,4.66,0.1,152,1.65,1.0,59.12
70,103,256.59,Exam,Night,4.87,0.2,112,12.21,1.0,228.61
176,196,119.53,Normal,Midday,3.21,0.3,173,4.56,1.0,81.13
265,128,104.8,Normal,Morning Peak,5.0,0.3,205,1.87,1.553,131.49
288,159,278.3,Normal,Evening Peak,4.26,0.0,188,11.68,1.375,330.61
270,142,188.41,Monsoon,Evening Peak,5.0,0.3,135,6.58,1.437,181.55
244,207,456.6,Normal,Morning Peak,4.99,0.2,187,23.45,1.0,389.3
244,129,415.68,Normal,Morning Peak,4.61,0.0,171,20.5,1.429,484.97
253,172,493.84,Exam,Evening Peak,4.16,0.1,180,23.95,1.14,472.12
98,99,442.02,Normal,Night,4.36,0.3,139,22.16,1.0,354.16
136,104,388.47,Monsoon,Night,3.54,0.1,124,18.47,1.023,358.21
222,220,336.07,Normal,Morning Peak,4.67,0.2,123,15.34,1.0,278.09
207,193,89.59,Monsoon,Midday,3.28,0.0,140,2.57,1.0,78.61
209,123,194.25,Festival,Morning Peak,4.18,0.1,90,7.38,1.295,212.7
152,130,372.56,Wedding,Midday,4.92,0.0,105,18.06,1.0,366.13
224,119,238.96,Wedding,Evening Peak,4.59,0.3,111,10.63,1.422,230.8
284,126,226.39,Normal,Evening Peak,3.69,0.0,159,8.81,1.68,323.23
98,178,121.23,Normal,Midday,3.76,0.2,92,3.5,1.0,98.54
159,108,78.1,Normal,Morning Peak,4.06,0.0,112,2.68,1.137,101.67
168,108,170.82,Monsoon,Midday,4.33,0.0,143,6.04,1.195,201.59
100,96,406.13,Wedding,Night,4.65,0.3,101,21.03,1.0,331.55
166,169,395.32,Normal,Midday,4.54,0.2,157,16.91,1.0,307.22
183,154,227.78,Festival,Midday,3.88,0.1,130,9.18,1.0,198.07
221,181,109.49,Normal,Evening Peak,4.55,0.0,112,2.46,1.0,96.48
190,99,154.24,Monsoon,Evening Peak,4.59,0.0,95,5.52,1.445,208.79
110,161,246.77,Exam,Night,4.5,0.1,154,11.8,1.0,229.86
118,176,144.17,Normal,Midday,5.0,0.2,128,4.68,1.0,114.27
126,207,368.59,Normal,Midday,4.59,0.1,140,19.3,1.0,357.31
116,135,417.79,Normal,Midday,4.69,0.0,102,19.93,1.0,412.94
90,76,124.29,Festival,Night,5.0,0.0,66,4.28,1.0,116.73
313,180,414.82,Normal,Evening Peak,4.64,0.2,159,18.44,1.326,394.75
140,172,279.07,Normal,Night,4.08,0.3,175,13.29,1.0,220.39
240,116,498.62,Normal,Morning Peak,4.8,0.2,189,24.1,1.551,493.91
189,116,411.48,Normal,Evening Peak,4.14,0.1,117,19.9,1.246,405.29
164,213,315.23,Normal,Midday,3.91,0.2,146,15.05,1.0,269.27
340,136,349.55,Festival,Morning Peak,3.94,0.1,183,15.49,1.852,442.08
237,123,187.14,Normal,Morning Peak,4.79,0.3,140,5.29,1.453,177.01
302,123,487.71,Monsoon,Evening Peak,4.55,0.3,123,22.45,1.819,468.0
176,152,311.17,Monsoon,Midday,4.72,0.1,133,14.42,1.0,294.84
70,163,309.61,Normal,Night,4.55,0.0,82,14.78,1.0,312.55
239,170,298.94,Normal,Evening Peak,4.38,0.1,126,14.81,1.094,302.22
316,112,226.82,Monsoon,Morning Peak,4.43,0.1,143,7.63,2.071,329.55
209,119,436.61,Exam,Evening Peak,4.54,0.2,140,20.49,1.335,408.47
159,224,401.96,Normal,Morning Peak,4.06,0.3,125,21.7,1.0,337.62
82,139,183.72,Normal,Midday,3.78,0.2,93,7.91,1.0,154.75
261,191,255.91,Normal,Evening Peak,4.11,0.0,150,11.6,1.068,256.97
161,127,148.13,Festival,Night,4.52,0.0,161,5.3,1.0,124.06
136,258,160.31,Normal,Midday,4.04,0.0,150,6.73,1.0,156.62
66,182,182.27,Normal,Night,5.0,0.1,75,9.06,1.0,167.15
282,133,470.07,Monsoon,Evening Peak,4.48,0.2,120,22.65,1.588,482.82
226,110,349.41,Festival,Midday,4.35,0.1,178,16.03,1.54,391.56
144,154,326.93,Normal,Midday,4.06,0.0,119,15.11,1.0,325.25
322,104,506.56,Normal,Evening Peak,4.67,0.3,207,23.72,2.26,545.78
197,100,428.86,Festival,Morning Peak,3.82,0.2,108,19.99,1.48,432.65
96,168,50.0,Normal,Night,4.43,0.1,119,1.39,1.0,58.58
259,175,124.03,Normal,Evening Peak,4.13,0.2,155,3.98,1.146,125.62
175,183,185.22,Wedding,Midday,4.35,0.1,113,6.95,1.0,156.4
82,135,183.5,Normal,Late Night,4.49,0.3,167,8.29,1.0,150.6
280,101,455.49,Monsoon,Morning Peak,3.84,0.3,185,21.02,2.035,466.87
161,140,394.24,Wedding,Night,3.63,0.0,181,19.48,1.0,396.55
161,207,108.47,Normal,Midday,3.93,0.3,142,4.49,1.0,101.86
145,187,306.56,Normal,Evening Peak,4.65,0.1,86,13.81,1.0,272.23
173,114,120.63,Festival,Midday,4.45,0.1,115,3.62,1.169,129.66
332,130,157.82,Wedding,Evening Peak,4.14,0.0,137,5.15,1.888,284.68
245,175,213.78,Wedding,Morning Peak,5.0,0.0,139,6.81,1.09,190.32
180,165,456.94,Monsoon,Midday,4.81,0.3,175,22.73,1.0,366.16
243,159,245.72,Normal,Morning Peak,4.72,0.3,146,9.78,1.179,206.27
108,69,479.35,Monsoon,Night,4.01,0.1,128,22.98,1.196,454.71
80,240,375.8,Normal,Midday,4.71,0.1,93,19.02,1.0,364.79
248,136,379.26,Normal,Evening Peak,4.44,0.1,149,18.99,1.383,422.25
141,131,437.85,Normal,Night,4.01,0.0,168,20.28,1.0,406.4
128,154,83.26,Normal,Night,4.26,0.0,175,3.3,1.0,88.56
226,103,434.14,Monsoon,Morning Peak,3.88,0.0,135,20.55,1.636,531.56
67,165,149.1,Normal,Night,4.01,0.2,89,7.06,1.0,140.75
235,214,509.83,Normal,Morning Peak,3.84,0.2,187,24.61,1.0,425.74
194,115,429.02,Normal,Evening Peak,4.68,0.0,104,21.36,1.286,485.92
308,98,529.27,Wedding,Evening Peak,4.27,0.3,112,24.92,2.291,579.72
300,115,463.85,Monsoon,Morning Peak,3.92,0.2,147,23.49,1.924,522.29
90,201,229.7,Normal,Midday,4.51,0.3,100,9.63,1.0,190.35
170,183,474.01,Normal,Midday,4.3,0.2,168,23.6,1.0,401.27
101,181,215.18,Normal,Midday,4.72,0.1,85,8.93,1.0,183.41
128,131,366.77,Wedding,Night,4.35,0.1,100,16.82,1.0,328.59
215,117,449.29,Festival,Midday,3.73,0.1,149,20.65,1.391,459.54
112,98,244.82,Normal,Night,4.1,0.3,155,10.17,1.0,173.31
140,111,141.83,Festival,Midday,3.84,0.2,87,5.89,1.0,130.18
66,148,441.84,Normal,Late Night,4.53,0.2,107,22.48,1.0,395.99
248,82,113.65,Monsoon,Evening Peak,4.73,0.3,136,3.48,2.205,232.25
117,141,217.31,Normal,Night,3.68,0.1,125,9.76,1.0,202.27
144,184,311.72,Normal,Morning Peak,4.25,0.3,84,13.97,1.0,254.12
145,119,400.62,Normal,Evening Peak,4.76,0.1,86,20.31,1.0,384.36
148,139,459.39,Normal,Morning Peak,3.68,0.0,95,21.85,1.0,446.46
174,180,298.14,Wedding,Midday,4.13,0.2,156,13.28,1.0,244.64
162,204,300.88,Normal,Evening Peak,4.3,0.3,105,14.76,1.0,249.68
414,143,465.98,Wedding,Evening Peak,4.73,0.3,189,21.49,2.126,469.74
261,143,260.4,Monsoon,Morning Peak,4.52,0.1,141,12.21,1.384,309.48
124,220,301.03,Normal,Midday,4.6,0.3,107,14.42,1.0,240.79
235,158,102.13,Normal,Evening Peak,4.54,0.1,109,1.44,1.15,85.92
156,116,468.38,Normal,Morning Peak,4.15,0.1,111,23.83,1.049,441.88
110,186,303.74,Monsoon,Midday,4.96,0.2,74,14.6,1.0,258.63
172,105,376.28,Normal,Evening Peak,4.03,0.1,100,18.46,1.252,386.47
166,212,148.58,Normal,Morning Peak,3.19,0.1,112,6.95,1.0,134.86
243,125,403.31,Normal,Evening Peak,3.58,0.3,127,16.76,1.465,353.95
272,120,280.27,Monsoon,Evening Peak,4.25,0.3,104,12.04,1.688,288.92
74,160,131.17,Normal,Night,4.17,0.1,111,3.7,1.0,110.62
207,136,447.38,Normal,Morning Peak,4.09,0.1,150,20.92,1.173,432.56
80,131,408.82,Normal,Night,4.36,0.1,108,21.14,1.0,401.4
168,219,97.18,Normal,Morning Peak,4.78,0.0,122,2.53,1.0,86.58
165,137,239.48,Monsoon,Midday,4.48,0.1,152,10.37,1.0,227.45
142,191,167.53,Normal,Morning Peak,4.56,0.0,78,7.75,1.0,171.85
158,140,279.6,Monsoon,Night,3.87,0.3,140,13.39,1.0,217.44
194,97,276.87,Monsoon,Evening Peak,4.09,0.2,92,12.73,1.501,301.88
361,133,373.63,Festival,Morning Peak,4.58,0.2,156,16.75,2.0,447.1
304,105,225.08,Monsoon,Morning Peak,4.34,0.2,194,6.94,2.121,313.81
100,272,133.78,Normal,Midday,4.49,0.2,118,6.32,1.0,134.56
147,173,375.15,Normal,Morning Peak,4.55,0.3,108,18.36,1.0,301.98
254,86,506.73,Monsoon,Evening Peak,4.37,0.2,97,24.43,2.157,575.94
169,106,473.47,Normal,Evening Peak,4.93,0.3,92,23.71,1.221,396.63
146,138,388.13,Festival,Night,4.09,0.3,129,20.01,1.0,325.44
55,144,68.98,Normal,Late Night,3.97,0.1,110,2.62,1.0,80.36
283,119,189.03,Wedding,Evening Peak,3.59,0.1,129,6.71,1.765,268.6
